text,label
What should I do to control this problem? weather is dry and hot,ASK_TREATMENT
I need treatment recommendation for this. weather is dry and hot and at booting stage,ASK_TREATMENT
How can I control this on my field? at nursery stage,ASK_TREATMENT
Treatment? weather is dry and hot and at vegetative stage,ASK_TREATMENT
Control measures?,ASK_TREATMENT
Chemical control options? lot of rain and cloudy days and at near harvest,ASK_TREATMENT
Which spray should I use to control this quickly? very dry spell with cracked soil and at near harvest,ASK_TREATMENT
Is there any chemical to control this disease? lot of rain and cloudy days,ASK_TREATMENT
Can I manage this only with cultural practices?,ASK_TREATMENT
Is there any chemical to control this disease? at booting stage,ASK_TREATMENT
Spray? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
Which spray should I use to control this quickly? lot of rain and cloudy days,ASK_TREATMENT
Spray? it is very rainy and humid these days,ASK_TREATMENT
Can I manage this only with cultural practices? it is very rainy and humid these days,ASK_TREATMENT
Spray? at booting stage,ASK_TREATMENT
Treatment? lot of rain and cloudy days and at booting stage,ASK_TREATMENT
Treatment? it is very rainy and humid these days,ASK_TREATMENT
Tell me the best way to treat it now. lot of rain and cloudy days and at nursery stage,ASK_TREATMENT
Treatment?,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? weather is dry and hot and at nursery stage,ASK_TREATMENT
Control measures? very dry spell with cracked soil and at booting stage,ASK_TREATMENT
Treatment? weather is dry and hot and at tillering stage,ASK_TREATMENT
Chemical control options? lot of rain and cloudy days and at nursery stage,ASK_TREATMENT
Can I manage this only with cultural practices? very dry spell with cracked soil and at vegetative stage,ASK_TREATMENT
Is there any chemical to control this disease? at nursery stage,ASK_TREATMENT
How do I treat this disease? at vegetative stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage? weather is dry and hot,ASK_TREATMENT
How can I control this on my field? lot of rain and cloudy days and at near harvest,ASK_TREATMENT
Give me immediate treatment options. at tillering stage,ASK_TREATMENT
Is there any chemical to control this disease?,ASK_TREATMENT
Quick fix for this disease? at near harvest,ASK_TREATMENT
I need treatment recommendation for this. at vegetative stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? lot of rain and cloudy days,ASK_TREATMENT
Give me immediate treatment options. it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
How do I treat this disease?,ASK_TREATMENT
Tell me the best way to treat it now. at tillering stage,ASK_TREATMENT
Treatment? weather is dry and hot,ASK_TREATMENT
Can I manage this only with cultural practices? weather is dry and hot and at vegetative stage,ASK_TREATMENT
Any organic way to control this problem? at tillering stage,ASK_TREATMENT
Chemical control options? at booting stage,ASK_TREATMENT
Any organic way to control this problem? at booting stage,ASK_TREATMENT
Treatment? very dry spell with cracked soil and at near harvest,ASK_TREATMENT
Treatment? lot of rain and cloudy days,ASK_TREATMENT
How do I treat this disease? weather is dry and hot and at booting stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? very dry spell with cracked soil and at near harvest,ASK_TREATMENT
Any organic way to control this problem? at nursery stage,ASK_TREATMENT
Treatment? at tillering stage,ASK_TREATMENT
Any organic way to control this problem?,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? at vegetative stage,ASK_TREATMENT
Is there any chemical to control this disease? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
Spray? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
Chemical control options? at tillering stage,ASK_TREATMENT
Can I manage this only with cultural practices? lot of rain and cloudy days,ASK_TREATMENT
What should I do to control this problem? weather is dry and hot and at near harvest,ASK_TREATMENT
Give me immediate treatment options. lot of rain and cloudy days and at tillering stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? at nursery stage,ASK_TREATMENT
Control measures? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
Give me immediate treatment options. it is very rainy and humid these days and at tillering stage,ASK_TREATMENT
Is there any chemical to control this disease? it is very rainy and humid these days,ASK_TREATMENT
Give me immediate treatment options. lot of rain and cloudy days and at vegetative stage,ASK_TREATMENT
Quick fix for this disease? weather is dry and hot and at booting stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? weather is dry and hot,ASK_TREATMENT
Quick fix for this disease? at nursery stage,ASK_TREATMENT
I need treatment recommendation for this. lot of rain and cloudy days,ASK_TREATMENT
"How do I treat this, it is spreading fast. at booting stage",ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? lot of rain and cloudy days,ASK_TREATMENT
"How do I treat this, it is spreading fast. it is very rainy and humid these days and at tillering stage",ASK_TREATMENT
How can I control this on my field?,ASK_TREATMENT
Can I manage this only with cultural practices? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
What should I do to control this problem? it is very rainy and humid these days and at near harvest,ASK_TREATMENT
Give me immediate treatment options. it is very rainy and humid these days and at nursery stage,ASK_TREATMENT
What should I do to control this problem? lot of rain and cloudy days and at vegetative stage,ASK_TREATMENT
Control measures? lot of rain and cloudy days and at tillering stage,ASK_TREATMENT
Any organic way to control this problem? it is very rainy and humid these days and at tillering stage,ASK_TREATMENT
I need treatment recommendation for this. it is very rainy and humid these days and at booting stage,ASK_TREATMENT
Give me immediate treatment options. at booting stage,ASK_TREATMENT
What pesticide should I spray for this? very dry spell with cracked soil and at nursery stage,ASK_TREATMENT
What pesticide should I spray for this? weather is dry and hot and at nursery stage,ASK_TREATMENT
Treatment? at booting stage,ASK_TREATMENT
What pesticide should I spray for this? very dry spell with cracked soil,ASK_TREATMENT
Tell me the best way to treat it now. very dry spell with cracked soil,ASK_TREATMENT
Any organic way to control this problem? at near harvest,ASK_TREATMENT
I need treatment recommendation for this. lot of rain and cloudy days and at near harvest,ASK_TREATMENT
How can I control this on my field? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
Quick fix for this disease? lot of rain and cloudy days,ASK_TREATMENT
What can I do immediately in the field to reduce damage? weather is dry and hot and at booting stage,ASK_TREATMENT
Control measures? at booting stage,ASK_TREATMENT
Any organic way to control this problem? it is very rainy and humid these days,ASK_TREATMENT
Quick fix for this disease?,ASK_TREATMENT
How do I treat this disease? lot of rain and cloudy days and at booting stage,ASK_TREATMENT
Tell me the best way to treat it now. very dry spell with cracked soil and at near harvest,ASK_TREATMENT
What can I do immediately in the field to reduce damage? it is very rainy and humid these days,ASK_TREATMENT
Can I manage this only with cultural practices? at tillering stage,ASK_TREATMENT
How do I treat this disease? at tillering stage,ASK_TREATMENT
How do I treat this disease? very dry spell with cracked soil and at nursery stage,ASK_TREATMENT
Spray? at tillering stage,ASK_TREATMENT
Chemical control options? at nursery stage,ASK_TREATMENT
What pesticide should I spray for this? at tillering stage,ASK_TREATMENT
Any organic way to control this problem? very dry spell with cracked soil,ASK_TREATMENT
Control measures? it is very rainy and humid these days and at nursery stage,ASK_TREATMENT
Is there any chemical to control this disease? weather is dry and hot,ASK_TREATMENT
"How do I treat this, it is spreading fast. lot of rain and cloudy days",ASK_TREATMENT
Chemical control options? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
Spray? at near harvest,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? very dry spell with cracked soil and at booting stage,ASK_TREATMENT
Treatment? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? lot of rain and cloudy days and at near harvest,ASK_TREATMENT
How do I treat this disease? lot of rain and cloudy days,ASK_TREATMENT
Any organic way to control this problem? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
What should I do to control this problem? at nursery stage,ASK_TREATMENT
Treatment? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
Quick fix for this disease? weather is dry and hot,ASK_TREATMENT
I need treatment recommendation for this. lot of rain and cloudy days and at tillering stage,ASK_TREATMENT
"How do I treat this, it is spreading fast. very dry spell with cracked soil",ASK_TREATMENT
What can I do immediately in the field to reduce damage? at tillering stage,ASK_TREATMENT
Is there any chemical to control this disease? at vegetative stage,ASK_TREATMENT
What should I do to control this problem?,ASK_TREATMENT
Is there any chemical to control this disease? very dry spell with cracked soil,ASK_TREATMENT
How can I control this on my field? very dry spell with cracked soil,ASK_TREATMENT
"How do I treat this, it is spreading fast. weather is dry and hot and at nursery stage",ASK_TREATMENT
I need treatment recommendation for this. at booting stage,ASK_TREATMENT
I need treatment recommendation for this. weather is dry and hot,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? weather is dry and hot and at booting stage,ASK_TREATMENT
Give me immediate treatment options. it is very rainy and humid these days,ASK_TREATMENT
Which spray should I use to control this quickly? at nursery stage,ASK_TREATMENT
Tell me the best way to treat it now. weather is dry and hot and at vegetative stage,ASK_TREATMENT
How can I control this on my field? weather is dry and hot,ASK_TREATMENT
What should I do to control this problem? at vegetative stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage? at nursery stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage? at near harvest,ASK_TREATMENT
How do I treat this disease? it is very rainy and humid these days and at tillering stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? very dry spell with cracked soil,ASK_TREATMENT
"How do I treat this, it is spreading fast.",ASK_TREATMENT
Can I manage this only with cultural practices? at nursery stage,ASK_TREATMENT
I need treatment recommendation for this.,ASK_TREATMENT
What pesticide should I spray for this? it is very rainy and humid these days,ASK_TREATMENT
Chemical control options?,ASK_TREATMENT
Give me immediate treatment options. very dry spell with cracked soil,ASK_TREATMENT
Is there any chemical to control this disease? at tillering stage,ASK_TREATMENT
Treatment? at near harvest,ASK_TREATMENT
Can I manage this only with cultural practices? very dry spell with cracked soil,ASK_TREATMENT
Tell me the best way to treat it now. very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
Any organic way to control this problem? it is very rainy and humid these days and at near harvest,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? lot of rain and cloudy days and at nursery stage,ASK_TREATMENT
Is there any chemical to control this disease? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
Treatment? very dry spell with cracked soil and at nursery stage,ASK_TREATMENT
Can I manage this only with cultural practices? at vegetative stage,ASK_TREATMENT
Which spray should I use to control this quickly? very dry spell with cracked soil and at booting stage,ASK_TREATMENT
Any organic way to control this problem? weather is dry and hot and at tillering stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ?,ASK_TREATMENT
Control measures? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
Which spray should I use to control this quickly? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
Tell me the best way to treat it now. very dry spell with cracked soil and at booting stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage?,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? it is very rainy and humid these days and at tillering stage,ASK_TREATMENT
Control measures? at vegetative stage,ASK_TREATMENT
Tell me the best way to treat it now. it is very rainy and humid these days and at near harvest,ASK_TREATMENT
Can I manage this only with cultural practices? weather is dry and hot and at tillering stage,ASK_TREATMENT
Treatment? very dry spell with cracked soil and at booting stage,ASK_TREATMENT
Which spray should I use to control this quickly?,ASK_TREATMENT
Chemical control options? very dry spell with cracked soil and at booting stage,ASK_TREATMENT
I need treatment recommendation for this. lot of rain and cloudy days and at vegetative stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
"How do I treat this, it is spreading fast. lot of rain and cloudy days and at tillering stage",ASK_TREATMENT
I need treatment recommendation for this. very dry spell with cracked soil,ASK_TREATMENT
Give me immediate treatment options. weather is dry and hot and at booting stage,ASK_TREATMENT
Chemical control options? very dry spell with cracked soil and at near harvest,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? weather is dry and hot,ASK_TREATMENT
Which spray should I use to control this quickly? very dry spell with cracked soil,ASK_TREATMENT
Which spray should I use to control this quickly? it is very rainy and humid these days and at nursery stage,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? lot of rain and cloudy days and at tillering stage,ASK_TREATMENT
How do I treat this disease? weather is dry and hot and at near harvest,ASK_TREATMENT
I need treatment recommendation for this. very dry spell with cracked soil and at booting stage,ASK_TREATMENT
Any organic way to control this problem? lot of rain and cloudy days and at nursery stage,ASK_TREATMENT
Which spray should I use to control this quickly? at tillering stage,ASK_TREATMENT
Quick fix for this disease? weather is dry and hot and at nursery stage,ASK_TREATMENT
Tell me the best way to treat it now. weather is dry and hot,ASK_TREATMENT
Can I manage this only with cultural practices? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
What can I do immediately in the field to reduce damage? lot of rain and cloudy days and at vegetative stage,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද?,ASK_TREATMENT
Spray?,ASK_TREATMENT
Treatment? weather is dry and hot and at nursery stage,ASK_TREATMENT
Treatment? weather is dry and hot and at booting stage,ASK_TREATMENT
What pesticide should I spray for this? at nursery stage,ASK_TREATMENT
Tell me the best way to treat it now. at nursery stage,ASK_TREATMENT
Tell me the best way to treat it now. at vegetative stage,ASK_TREATMENT
Give me immediate treatment options. very dry spell with cracked soil and at nursery stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? at near harvest,ASK_TREATMENT
What can I do immediately in the field to reduce damage? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? it is very rainy and humid these days and at booting stage,ASK_TREATMENT
What should I do to control this problem? it is very rainy and humid these days,ASK_TREATMENT
මට spray කරන්න තියෙන්නේ මොකක්ද? at tillering stage,ASK_TREATMENT
Preventive plan for next season please. it is very rainy and humid these days,ASK_PREVENTION
How to protect seedlings from getting this disease? weather is dry and hot,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? at nursery stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? it is very rainy and humid these days,ASK_PREVENTION
What preventive measures should I take? lot of rain and cloudy days,ASK_PREVENTION
How to avoid this problem when the weather is very wet? lot of rain and cloudy days and at tillering stage,ASK_PREVENTION
Any long term way to prevent this problem? at tillering stage,ASK_PREVENTION
"If this is brown spot, how to stop it spreading next crop? lot of rain and cloudy days and at booting stage",ASK_PREVENTION
Any long term way to prevent this problem? at vegetative stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? lot of rain and cloudy days,ASK_PREVENTION
How to protect seedlings from getting this disease? at tillering stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? lot of rain and cloudy days and at nursery stage,ASK_PREVENTION
What should I do to avoid this disease in future?,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? it is very rainy and humid these days and at booting stage,ASK_PREVENTION
What preventive measures should I take? at booting stage,ASK_PREVENTION
Preventive measures before planting? weather is dry and hot and at booting stage,ASK_PREVENTION
What preventive measures should I take? at nursery stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? weather is dry and hot and at near harvest,ASK_PREVENTION
How to avoid this problem when the weather is very wet? it is very rainy and humid these days,ASK_PREVENTION
Preventive measures before planting? very dry spell with cracked soil and at booting stage,ASK_PREVENTION
How to stop this disease from coming back every year? at near harvest,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? at booting stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? it is very rainy and humid these days and at tillering stage,ASK_PREVENTION
What should I do to avoid this disease in future? lot of rain and cloudy days and at tillering stage,ASK_PREVENTION
How can I prevent this next season? very dry spell with cracked soil,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? very dry spell with cracked soil and at nursery stage,ASK_PREVENTION
How to protect seedlings from getting this disease? at vegetative stage,ASK_PREVENTION
What should I do to avoid this disease in future? lot of rain and cloudy days and at booting stage,ASK_PREVENTION
Preventions? it is very rainy and humid these days and at near harvest,ASK_PREVENTION
How to protect seedlings from getting this disease? very dry spell with cracked soil,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? at tillering stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? at nursery stage,ASK_PREVENTION
What should I do to avoid this disease in future? weather is dry and hot,ASK_PREVENTION
What preventive measures should I take? it is very rainy and humid these days and at vegetative stage,ASK_PREVENTION
How to stop this disease from coming back every year? lot of rain and cloudy days and at nursery stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? it is very rainy and humid these days and at near harvest,ASK_PREVENTION
Any long term way to prevent this problem? weather is dry and hot and at near harvest,ASK_PREVENTION
How to protect seedlings from getting this disease? at booting stage,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ?,ASK_PREVENTION
How can I prevent this next season? lot of rain and cloudy days,ASK_PREVENTION
Preventive plan for next season please. it is very rainy and humid these days and at vegetative stage,ASK_PREVENTION
What preventive measures should I take? it is very rainy and humid these days,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? at booting stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? lot of rain and cloudy days,ASK_PREVENTION
How can I prevent this next season?,ASK_PREVENTION
Seed selection steps to prevent this disease? weather is dry and hot and at near harvest,ASK_PREVENTION
Prevention tips? it is very rainy and humid these days,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again?",ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? lot of rain and cloudy days and at booting stage,ASK_PREVENTION
How to stop this disease from coming back every year? at booting stage,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? very dry spell with cracked soil",ASK_PREVENTION
How to stop this disease from coming back every year?,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? weather is dry and hot,ASK_PREVENTION
How to avoid this problem when the weather is very wet? very dry spell with cracked soil and at booting stage,ASK_PREVENTION
Preventions? at tillering stage,ASK_PREVENTION
How can I prevent this next season? very dry spell with cracked soil and at nursery stage,ASK_PREVENTION
What should I do to avoid this disease in future? weather is dry and hot and at vegetative stage,ASK_PREVENTION
Preventions? at booting stage,ASK_PREVENTION
Preventions? very dry spell with cracked soil and at tillering stage,ASK_PREVENTION
How can I prevent this next season? it is very rainy and humid these days and at booting stage,ASK_PREVENTION
Preventive plan for next season please.,ASK_PREVENTION
Preventive plan for next season please. very dry spell with cracked soil and at nursery stage,ASK_PREVENTION
"If this is dead heart, how to stop it spreading next crop? very dry spell with cracked soil and at booting stage",ASK_PREVENTION
How can I prevent this next season? weather is dry and hot and at vegetative stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? weather is dry and hot and at tillering stage,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? at tillering stage",ASK_PREVENTION
What preventive measures should I take?,ASK_PREVENTION
How to stop this disease from coming back every year? at nursery stage,ASK_PREVENTION
Preventions? weather is dry and hot and at nursery stage,ASK_PREVENTION
"If this is blast, how to stop it spreading next crop? weather is dry and hot and at nursery stage",ASK_PREVENTION
Preventive measures before planting? weather is dry and hot and at nursery stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? it is very rainy and humid these days and at booting stage,ASK_PREVENTION
Preventions?,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? very dry spell with cracked soil and at near harvest,ASK_PREVENTION
"If this is this problem, how to stop it spreading next crop? lot of rain and cloudy days and at booting stage",ASK_PREVENTION
What should I do to avoid this disease in future? weather is dry and hot and at nursery stage,ASK_PREVENTION
How to stop this disease from coming back every year? very dry spell with cracked soil,ASK_PREVENTION
Preventive plan for next season please. it is very rainy and humid these days and at near harvest,ASK_PREVENTION
How can I prevent this next season? very dry spell with cracked soil and at vegetative stage,ASK_PREVENTION
Preventive plan for next season please. at booting stage,ASK_PREVENTION
Prevention tips? at tillering stage,ASK_PREVENTION
Preventive plan for next season please. lot of rain and cloudy days,ASK_PREVENTION
How to protect seedlings from getting this disease? it is very rainy and humid these days and at tillering stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද?,ASK_PREVENTION
Prevention tips? weather is dry and hot and at tillering stage,ASK_PREVENTION
How to protect seedlings from getting this disease? it is very rainy and humid these days,ASK_PREVENTION
How to avoid this problem when the weather is very wet? lot of rain and cloudy days and at nursery stage,ASK_PREVENTION
What should I do to avoid this disease in future? it is very rainy and humid these days and at tillering stage,ASK_PREVENTION
Prevention tips? at vegetative stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? very dry spell with cracked soil,ASK_PREVENTION
How to avoid this problem when the weather is very wet?,ASK_PREVENTION
How to stop this disease from coming back every year? lot of rain and cloudy days,ASK_PREVENTION
Seed selection steps to prevent this disease? lot of rain and cloudy days and at near harvest,ASK_PREVENTION
Any long term way to prevent this problem? it is very rainy and humid these days,ASK_PREVENTION
"If this is this problem, how to stop it spreading next crop? very dry spell with cracked soil",ASK_PREVENTION
How to protect seedlings from getting this disease? it is very rainy and humid these days and at near harvest,ASK_PREVENTION
Preventions? lot of rain and cloudy days and at nursery stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? very dry spell with cracked soil and at nursery stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? very dry spell with cracked soil and at near harvest,ASK_PREVENTION
Seed selection steps to prevent this disease?,ASK_PREVENTION
Preventive plan for next season please. at near harvest,ASK_PREVENTION
Preventive measures before planting? lot of rain and cloudy days,ASK_PREVENTION
Preventive plan for next season please. it is very rainy and humid these days and at tillering stage,ASK_PREVENTION
Preventive measures before planting? weather is dry and hot and at tillering stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this?,ASK_PREVENTION
Any long term way to prevent this problem? weather is dry and hot,ASK_PREVENTION
"If this is blast, how to stop it spreading next crop? at tillering stage",ASK_PREVENTION
What should I do to avoid this disease in future? weather is dry and hot and at tillering stage,ASK_PREVENTION
How to stop this disease from coming back every year? at vegetative stage,ASK_PREVENTION
Any long term way to prevent this problem? lot of rain and cloudy days and at nursery stage,ASK_PREVENTION
How can I prevent this next season? at booting stage,ASK_PREVENTION
Prevention tips?,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? very dry spell with cracked soil and at near harvest,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? at vegetative stage",ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? at vegetative stage,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? weather is dry and hot and at vegetative stage",ASK_PREVENTION
"If this is brown spot, how to stop it spreading next crop? at tillering stage",ASK_PREVENTION
What should I do to avoid this disease in future? at booting stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? it is very rainy and humid these days and at nursery stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? weather is dry and hot and at booting stage,ASK_PREVENTION
Preventive plan for next season please. at tillering stage,ASK_PREVENTION
"If this is dead heart, how to stop it spreading next crop? lot of rain and cloudy days",ASK_PREVENTION
How to avoid this problem when the weather is very wet? at booting stage,ASK_PREVENTION
Prevention tips? very dry spell with cracked soil and at near harvest,ASK_PREVENTION
"If this is this disease, how to stop it spreading next crop? very dry spell with cracked soil",ASK_PREVENTION
Any long term way to prevent this problem? weather is dry and hot and at vegetative stage,ASK_PREVENTION
How can I prevent this next season? weather is dry and hot and at nursery stage,ASK_PREVENTION
Prevention tips? lot of rain and cloudy days,ASK_PREVENTION
How to avoid this problem when the weather is very wet? very dry spell with cracked soil and at tillering stage,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? it is very rainy and humid these days and at nursery stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? it is very rainy and humid these days,ASK_PREVENTION
Seed selection steps to prevent this disease? very dry spell with cracked soil and at vegetative stage,ASK_PREVENTION
Preventive plan for next season please. lot of rain and cloudy days and at booting stage,ASK_PREVENTION
How to stop this disease from coming back every year? it is very rainy and humid these days,ASK_PREVENTION
Preventive measures before planting? at tillering stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? very dry spell with cracked soil and at booting stage,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? at vegetative stage,ASK_PREVENTION
How can I prevent this next season? at near harvest,ASK_PREVENTION
Preventions? lot of rain and cloudy days and at tillering stage,ASK_PREVENTION
Preventive plan for next season please. lot of rain and cloudy days and at vegetative stage,ASK_PREVENTION
Seed selection steps to prevent this disease? at vegetative stage,ASK_PREVENTION
Preventive plan for next season please. weather is dry and hot and at vegetative stage,ASK_PREVENTION
What should I do to avoid this disease in future? lot of rain and cloudy days,ASK_PREVENTION
Preventive plan for next season please. weather is dry and hot,ASK_PREVENTION
Preventive measures before planting? it is very rainy and humid these days,ASK_PREVENTION
Seed selection steps to prevent this disease? weather is dry and hot and at booting stage,ASK_PREVENTION
How to avoid this problem when the weather is very wet? lot of rain and cloudy days and at booting stage,ASK_PREVENTION
What should I do to avoid this disease in future? at near harvest,ASK_PREVENTION
Prevention tips? it is very rainy and humid these days and at nursery stage,ASK_PREVENTION
What preventive measures should I take? very dry spell with cracked soil,ASK_PREVENTION
How to protect seedlings from getting this disease? lot of rain and cloudy days,ASK_PREVENTION
Preventive measures before planting? very dry spell with cracked soil,ASK_PREVENTION
What preventive measures should I take? weather is dry and hot,ASK_PREVENTION
How to protect seedlings from getting this disease? lot of rain and cloudy days and at near harvest,ASK_PREVENTION
"If this is dead heart, how to stop it spreading next crop? very dry spell with cracked soil",ASK_PREVENTION
What preventive measures should I take? lot of rain and cloudy days and at booting stage,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? it is very rainy and humid these days and at tillering stage",ASK_PREVENTION
What preventive measures should I take? very dry spell with cracked soil and at vegetative stage,ASK_PREVENTION
What should I do to avoid this disease in future? very dry spell with cracked soil,ASK_PREVENTION
"If this is this problem, how to stop it spreading next crop? lot of rain and cloudy days",ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? at vegetative stage,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? very dry spell with cracked soil and at vegetative stage,ASK_PREVENTION
How can I prevent this next season? weather is dry and hot and at booting stage,ASK_PREVENTION
Preventive plan for next season please. it is very rainy and humid these days and at booting stage,ASK_PREVENTION
Prevention tips? it is very rainy and humid these days and at booting stage,ASK_PREVENTION
How to protect seedlings from getting this disease? at near harvest,ASK_PREVENTION
Seed selection steps to prevent this disease? lot of rain and cloudy days,ASK_PREVENTION
How can I prevent this next season? at nursery stage,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? weather is dry and hot",ASK_PREVENTION
Prevention tips? at near harvest,ASK_PREVENTION
"Next crop, how do I make sure this doesn’t come again? it is very rainy and humid these days",ASK_PREVENTION
Seed selection steps to prevent this disease? very dry spell with cracked soil,ASK_PREVENTION
Preventive plan for next season please. very dry spell with cracked soil and at tillering stage,ASK_PREVENTION
Prevention tips? lot of rain and cloudy days and at near harvest,ASK_PREVENTION
මීලඟ කන්නයට මේක නැතිවෙන්න කොහොමද වගා කරගන්නෙ? lot of rain and cloudy days,ASK_PREVENTION
Preventive plan for next season please. weather is dry and hot and at nursery stage,ASK_PREVENTION
What can I change in fertiliser and water management to avoid this? weather is dry and hot,ASK_PREVENTION
How to avoid this problem when the weather is very wet? at tillering stage,ASK_PREVENTION
Prevention tips? at booting stage,ASK_PREVENTION
ක්‍රමවත් ආරක්ෂණ පියවර මොනවද? lot of rain and cloudy days,ASK_PREVENTION
Preventive plan for next season please. at nursery stage,ASK_PREVENTION
How to stop this disease from coming back every year? lot of rain and cloudy days and at near harvest,ASK_PREVENTION
